No.Manifiesto,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40190616,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,27.28,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,10.3,2.1,21.63,21.63,10.3,GUAYAQUIL,TPP
40190616,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,27.28,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.3,2.1,2.73,2.73,1.3,GUAYAQUIL,TPP
40190617,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,18.35,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.4,2.1,11.34,11.34,5.4,GUAYAQUIL,TPP
40190617,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,18.35,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.4,2.1,5.04,5.04,2.4,GUAYAQUIL,TPP
40190650,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,198.04,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.7,2.1,3.57,3.57,1.7,GUAYAQUIL,TPP
40190650,C0968594650001,COORDINACION ZONAL 8-SALUD,3/1/2019 00:00,198.04,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,82.5,2.1,173.25,173.25,82.5,GUAYAQUIL,TPP
3018560,C0968594650001,COORDINACION ZONAL 8-SALUD,9/1/2019 00:00,245.78,0,202000040,Luminarias lámparas tubos fluorescentes focos ahorradores usados que contengan mercurio,28,3,84,84,28,GUAYAQUIL,TPP
3018560,C0968594650001,COORDINACION ZONAL 8-SALUD,9/1/2019 00:00,245.78,1,202000053,Cartuchos de impresión de tinta o toner usados,64.5,2.1,135.45,135.45,64.5,GUAYAQUIL,TPP
40192188,C0968594650001,COORDINACION ZONAL 8-SALUD,10/1/2019 00:00,40.22,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,17.1,2.1,35.91,35.91,17.1,GUAYAQUIL,TPP
40193533,C0968594650001,COORDINACION ZONAL 8-SALUD,17/1/2019 00:00,33.87,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.4,2.1,30.24,30.24,14.4,GUAYAQUIL,TPP
40194821,C0968594650001,COORDINACION ZONAL 8-SALUD,24/1/2019 00:00,31.28,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,13.3,2.1,27.93,27.93,13.3,GUAYAQUIL,TPP
40196057,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2019 00:00,43.28,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.4,2.1,38.64,38.64,18.4,GUAYAQUIL,TPP
40196032,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2019 00:00,21.87,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,7.2,2.1,15.12,15.12,7.2,GUAYAQUIL,TPP
40196032,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2019 00:00,21.87,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,2.1,4.41,4.41,2.1,GUAYAQUIL,TPP
40196033,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2019 00:00,9.17,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.4,2.1,5.04,5.04,2.4,GUAYAQUIL,TPP
40196033,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2019 00:00,9.17,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.5,2.1,3.15,3.15,1.5,GUAYAQUIL,TPP
40197372,C0968594650001,COORDINACION ZONAL 8-SALUD,7/2/2019 00:00,38.1,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,15.3,2.1,32.13,32.13,15.3,GUAYAQUIL,TPP
40197372,C0968594650001,COORDINACION ZONAL 8-SALUD,7/2/2019 00:00,38.1,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.9,2.1,1.89,1.89,0.9,GUAYAQUIL,TPP
40198720,C0968594650001,COORDINACION ZONAL 8-SALUD,14/2/2019 00:00,36.69,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.6,2.1,32.76,32.76,15.6,GUAYAQUIL,TPP
40200098,C0968594650001,COORDINACION ZONAL 8-SALUD,21/2/2019 00:00,50.57,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.5,2.1,45.15,45.15,21.5,GUAYAQUIL,TPP
40201318,C0968594650001,COORDINACION ZONAL 8-SALUD,28/2/2019 00:00,46.33,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.7,2.1,41.37,41.37,19.7,GUAYAQUIL,TPP
40201288,C0968594650001,COORDINACION ZONAL 8-SALUD,28/2/2019 00:00,42.57,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,16,2.1,33.6,33.6,16,GUAYAQUIL,TPP
40201288,C0968594650001,COORDINACION ZONAL 8-SALUD,28/2/2019 00:00,42.57,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,2.1,4.41,4.41,2.1,GUAYAQUIL,TPP
40201289,C0968594650001,COORDINACION ZONAL 8-SALUD,28/2/2019 00:00,22.58,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.8,2.1,14.28,14.28,6.8,GUAYAQUIL,TPP
40201289,C0968594650001,COORDINACION ZONAL 8-SALUD,28/2/2019 00:00,22.58,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.8,2.1,5.88,5.88,2.8,GUAYAQUIL,TPP
40202363,C0968594650001,COORDINACION ZONAL 8-SALUD,7/3/2019 00:00,17.4,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7.4,2.1,15.54,15.54,7.4,GUAYAQUIL,TPP
40203943,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2019 00:00,76.2,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.4,2.1,2.94,2.94,1.4,GUAYAQUIL,TPP
40203943,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2019 00:00,76.2,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,31,2.1,65.1,65.1,31,GUAYAQUIL,TPP
40205433,C0968594650001,COORDINACION ZONAL 8-SALUD,21/3/2019 00:00,44.69,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.5,2.1,9.45,9.45,4.5,GUAYAQUIL,TPP
40205433,C0968594650001,COORDINACION ZONAL 8-SALUD,21/3/2019 00:00,44.69,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.5,2.1,30.45,30.45,14.5,GUAYAQUIL,TPP
40206690,C0968594650001,COORDINACION ZONAL 8-SALUD,28/3/2019 00:00,19.52,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.7,2.1,14.07,14.07,6.7,GUAYAQUIL,TPP
40206690,C0968594650001,COORDINACION ZONAL 8-SALUD,28/3/2019 00:00,19.52,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.6,2.1,3.36,3.36,1.6,GUAYAQUIL,TPP
40206691,C0968594650001,COORDINACION ZONAL 8-SALUD,28/3/2019 00:00,21.17,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,7.2,2.1,15.12,15.12,7.2,GUAYAQUIL,TPP
40206691,C0968594650001,COORDINACION ZONAL 8-SALUD,28/3/2019 00:00,21.17,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.8,2.1,3.78,3.78,1.8,GUAYAQUIL,TPP
40206720,C0968594650001,COORDINACION ZONAL 8-SALUD,28/3/2019 00:00,50.1,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.3,2.1,44.73,44.73,21.3,GUAYAQUIL,TPP
40208074,C0968594650001,COORDINACION ZONAL 8-SALUD,4/4/2019 00:00,37.4,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.9,2.1,33.39,33.39,15.9,GUAYAQUIL,TPP
40209462,C0968594650001,COORDINACION ZONAL 8-SALUD,11/4/2019 00:00,36.46,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,2.1,2.31,2.31,1.1,GUAYAQUIL,TPP
40209462,C0968594650001,COORDINACION ZONAL 8-SALUD,11/4/2019 00:00,36.46,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.4,2.1,30.24,30.24,14.4,GUAYAQUIL,TPP
40210828,C0968594650001,COORDINACION ZONAL 8-SALUD,18/4/2019 00:00,28.69,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.2,2.1,25.62,25.62,12.2,GUAYAQUIL,TPP
40212035,C0968594650001,COORDINACION ZONAL 8-SALUD,25/4/2019 00:00,14.35,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.9,2.1,12.39,12.39,5.9,GUAYAQUIL,TPP
40212035,C0968594650001,COORDINACION ZONAL 8-SALUD,25/4/2019 00:00,14.35,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.2,2.1,0.42,0.42,0.2,GUAYAQUIL,TPP
40212036,C0968594650001,COORDINACION ZONAL 8-SALUD,25/4/2019 00:00,24.7,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,9.1,2.1,19.11,19.11,9.1,GUAYAQUIL,TPP
40212036,C0968594650001,COORDINACION ZONAL 8-SALUD,25/4/2019 00:00,24.7,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.4,2.1,2.94,2.94,1.4,GUAYAQUIL,TPP
40212066,C0968594650001,COORDINACION ZONAL 8-SALUD,25/4/2019 00:00,47.75,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,20.3,2.1,42.63,42.63,20.3,GUAYAQUIL,TPP
40213300,C0968594650001,COORDINACION ZONAL 8-SALUD,2/5/2019 00:00,35.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15,2.1,31.5,31.5,15,GUAYAQUIL,TPP
40214667,C0968594650001,COORDINACION ZONAL 8-SALUD,9/5/2019 00:00,34.1,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.4,2.1,2.94,2.94,1.4,GUAYAQUIL,TPP
40214667,C0968594650001,COORDINACION ZONAL 8-SALUD,9/5/2019 00:00,34.1,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.1,2.1,27.51,27.51,13.1,GUAYAQUIL,TPP
40216171,C0968594650001,COORDINACION ZONAL 8-SALUD,16/5/2019 00:00,43.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.4,2.1,38.64,38.64,18.4,GUAYAQUIL,TPP
40217414,C0968594650001,COORDINACION ZONAL 8-SALUD,23/5/2019 00:00,13.88,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.8,2.1,10.08,10.08,4.8,GUAYAQUIL,TPP
40217414,C0968594650001,COORDINACION ZONAL 8-SALUD,23/5/2019 00:00,13.88,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,2.1,2.31,2.31,1.1,GUAYAQUIL,TPP
40217413,C0968594650001,COORDINACION ZONAL 8-SALUD,23/5/2019 00:00,5.64,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.7,2.1,3.57,3.57,1.7,GUAYAQUIL,TPP
40217413,C0968594650001,COORDINACION ZONAL 8-SALUD,23/5/2019 00:00,5.64,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.7,2.1,1.47,1.47,0.7,GUAYAQUIL,TPP
40217440,C0968594650001,COORDINACION ZONAL 8-SALUD,23/5/2019 00:00,51.04,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.7,2.1,45.57,45.57,21.7,GUAYAQUIL,TPP
40218772,C0968594650001,COORDINACION ZONAL 8-SALUD,30/5/2019 00:00,38.57,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.4,2.1,34.44,34.44,16.4,GUAYAQUIL,TPP
40220223,C0968594650001,COORDINACION ZONAL 8-SALUD,6/6/2019 00:00,73.15,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,2.1,3.15,3.15,1.5,GUAYAQUIL,TPP
40220223,C0968594650001,COORDINACION ZONAL 8-SALUD,6/6/2019 00:00,73.15,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,29.6,2.1,62.16,62.16,29.6,GUAYAQUIL,TPP
40221626,C0968594650001,COORDINACION ZONAL 8-SALUD,13/6/2019 00:00,54.8,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,23.3,2.1,48.93,48.93,23.3,GUAYAQUIL,TPP
40222892,C0968594650001,COORDINACION ZONAL 8-SALUD,20/6/2019 00:00,11.52,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.8,2.1,7.98,7.98,3.8,GUAYAQUIL,TPP
40222892,C0968594650001,COORDINACION ZONAL 8-SALUD,20/6/2019 00:00,11.52,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,2.1,2.31,2.31,1.1,GUAYAQUIL,TPP
40222893,C0968594650001,COORDINACION ZONAL 8-SALUD,20/6/2019 00:00,17.88,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.4,2.1,13.44,13.44,6.4,GUAYAQUIL,TPP
40222893,C0968594650001,COORDINACION ZONAL 8-SALUD,20/6/2019 00:00,17.88,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.2,2.1,2.52,2.52,1.2,GUAYAQUIL,TPP
40222916,C0968594650001,COORDINACION ZONAL 8-SALUD,20/6/2019 00:00,43.51,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.5,2.1,38.85,38.85,18.5,GUAYAQUIL,TPP
40224312,C0968594650001,COORDINACION ZONAL 8-SALUD,27/6/2019 00:00,37.87,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.1,2.1,33.81,33.81,16.1,GUAYAQUIL,TPP
40225732,C0968594650001,COORDINACION ZONAL 8-SALUD,4/7/2019 00:00,27.28,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,2.1,2.31,2.31,1.1,GUAYAQUIL,TPP
40225732,C0968594650001,COORDINACION ZONAL 8-SALUD,4/7/2019 00:00,27.28,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,10.5,2.1,22.05,22.05,10.5,GUAYAQUIL,TPP
40227176,C0968594650001,COORDINACION ZONAL 8-SALUD,11/7/2019 00:00,36.93,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.7,2.1,32.97,32.97,15.7,GUAYAQUIL,TPP
40228407,C0968594650001,COORDINACION ZONAL 8-SALUD,18/7/2019 00:00,11.29,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.1,2.1,8.61,8.61,4.1,GUAYAQUIL,TPP
40228407,C0968594650001,COORDINACION ZONAL 8-SALUD,18/7/2019 00:00,11.29,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.7,2.1,1.47,1.47,0.7,GUAYAQUIL,TPP
40228433,C0968594650001,COORDINACION ZONAL 8-SALUD,18/7/2019 00:00,33.16,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.1,2.1,29.61,29.61,14.1,GUAYAQUIL,TPP
40228406,C0968594650001,COORDINACION ZONAL 8-SALUD,18/7/2019 00:00,17.17,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.3,2.1,0.63,0.63,0.3,GUAYAQUIL,TPP
40228406,C0968594650001,COORDINACION ZONAL 8-SALUD,18/7/2019 00:00,17.17,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7,2.1,14.7,14.7,7,GUAYAQUIL,TPP
40229822,C0968594650001,COORDINACION ZONAL 8-SALUD,25/7/2019 00:00,30.34,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.9,2.1,27.09,27.09,12.9,GUAYAQUIL,TPP
40231141,C0968594650001,COORDINACION ZONAL 8-SALUD,1/8/2019 00:00,29.64,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,2.1,2.52,2.52,1.2,GUAYAQUIL,TPP
40231141,C0968594650001,COORDINACION ZONAL 8-SALUD,1/8/2019 00:00,29.64,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,11.4,2.1,23.94,23.94,11.4,GUAYAQUIL,TPP
40232677,C0968594650001,COORDINACION ZONAL 8-SALUD,8/8/2019 00:00,43.75,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.6,2.1,39.06,39.06,18.6,GUAYAQUIL,TPP
40233887,C0968594650001,COORDINACION ZONAL 8-SALUD,15/8/2019 00:00,22.81,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.7,2.1,20.37,20.37,9.7,GUAYAQUIL,TPP
40233860,C0968594650001,COORDINACION ZONAL 8-SALUD,15/8/2019 00:00,11.29,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.7,2.1,7.77,7.77,3.7,GUAYAQUIL,TPP
40233860,C0968594650001,COORDINACION ZONAL 8-SALUD,15/8/2019 00:00,11.29,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,2.1,2.31,2.31,1.1,GUAYAQUIL,TPP
40233861,C0968594650001,COORDINACION ZONAL 8-SALUD,15/8/2019 00:00,36.22,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,14,2.1,29.4,29.4,14,GUAYAQUIL,TPP
40233861,C0968594650001,COORDINACION ZONAL 8-SALUD,15/8/2019 00:00,36.22,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.4,2.1,2.94,2.94,1.4,GUAYAQUIL,TPP
40235344,C0968594650001,COORDINACION ZONAL 8-SALUD,22/8/2019 00:00,47.75,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,20.3,2.1,42.63,42.63,20.3,GUAYAQUIL,TPP
40236870,C0968594650001,COORDINACION ZONAL 8-SALUD,29/8/2019 00:00,31.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.3,2.1,27.93,27.93,13.3,GUAYAQUIL,TPP
40238300,C0968594650001,COORDINACION ZONAL 8-SALUD,5/9/2019 00:00,29.64,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.6,2.1,26.46,26.46,12.6,GUAYAQUIL,TPP
40239658,C0968594650001,COORDINACION ZONAL 8-SALUD,12/9/2019 00:00,10.35,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3,2.1,6.3,6.3,3,GUAYAQUIL,TPP
40239658,C0968594650001,COORDINACION ZONAL 8-SALUD,12/9/2019 00:00,10.35,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.4,2.1,2.94,2.94,1.4,GUAYAQUIL,TPP
40239681,C0968594650001,COORDINACION ZONAL 8-SALUD,12/9/2019 00:00,21.87,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.3,2.1,19.53,19.53,9.3,GUAYAQUIL,TPP
40239657,C0968594650001,COORDINACION ZONAL 8-SALUD,12/9/2019 00:00,20.7,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.5,2.1,3.15,3.15,1.5,GUAYAQUIL,TPP
40239657,C0968594650001,COORDINACION ZONAL 8-SALUD,12/9/2019 00:00,20.7,0,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,7.3,2.1,15.33,15.33,7.3,GUAYAQUIL,TPP
